Node_ID,Lon,Lat,Tract_Node
0,-77.0981712,38.9510562,0
1,-77.0982574,38.9509921,0
2,-77.0976082,38.9514986,0
3,-77.0083541,38.8338471,0
4,-77.0083873,38.8336199,0
5,-77.056296,38.953741,0
6,-77.05825,38.956604,0
7,-77.0161783,38.9661384,0
8,-77.016188,38.9672913,0
9,-77.0136429,38.9661372,0
10,-77.0161768,38.964956,0
11,-77.018036,38.9661381,0
12,-77.1010602,38.9485627,0
13,-77.1008813,38.9485671,0
14,-77.1003672,38.9484909,0
15,-77.1005286,38.9488271,0
16,-77.1005213,38.948843,0
17,-77.036293,38.9841489,0
18,-77.0362913,38.9856483,0
19,-77.0363986,38.9841636,0
20,-77.0364022,38.9832141,0
21,-76.972168,38.9255813,0
22,-76.974173,38.9255819,0
23,-76.9701352,38.9255807,0
24,-76.972986,38.895269,0
25,-76.9720929,38.8955079,0
26,-76.97396,38.894978,0
27,-77.0168687,38.8283907,0
28,-77.0171743,38.8287747,0
29,-77.0158712,38.8284113,0
30,-77.017251,38.8283668,0
31,-77.051211,38.933979,0
32,-77.0521955,38.9337645,0
33,-76.9721721,38.938509,0
34,-76.971884,38.938313,0
35,-77.0077883,38.8356856,0
36,-77.0691524,38.9039044,0
37,-77.0663175,38.9035034,0
38,-76.973773,38.9396515,0
39,-77.0687471,38.9047951,0
40,-77.0731855,38.9236175,0
41,-77.073188,38.924696,0
42,-77.073123,38.922914,0
43,-77.070977,38.957001,0
44,-77.071107,38.957223,0
45,-77.0704112,38.9560331,0
46,-76.9664024,38.9263646,0
47,-76.966225,38.9261948,0
48,-76.9673001,38.9271828,0
49,-76.9656183,38.9255803,0
50,-77.0417107,38.8959887,0
51,-77.0434683,38.8959891,0
52,-77.0417106,38.8973603,0
53,-77.0481254,38.8960156,0
54,-77.048523,38.896016,0
55,-77.0474159,38.8956457,0
56,-77.0501198,38.8960357,0
57,-77.0515109,38.8960798,0
58,-77.0501287,38.8970242,0
59,-77.0501513,38.8923742,0
60,-77.0417128,38.8954044,0
61,-77.0394705,38.8954092,0
62,-77.0434713,38.8954084,0
63,-77.0434792,38.8935385,0
64,-77.0199053,38.8961325,0
65,-77.0199135,38.8948017,0
66,-77.0219178,38.8961371,0
67,-77.0189294,38.8961376,0
68,-77.0199068,38.8973469,0
69,-77.0239698,38.8961404,0
70,-77.0239708,38.8948034,0
71,-77.0259882,38.8961435,0
72,-77.0229714,38.896138,0
73,-77.0296145,38.8961361,0
74,-77.0281072,38.8961388,0
75,-77.0319537,38.8961343,0
76,-77.0296209,38.897358,0
77,-77.0296712,38.8955308,0
78,-76.9949795,38.9323531,0
79,-76.9961719,38.9323599,0
80,-76.993691,38.932404,0
81,-76.992621,38.932459,0
82,-76.9909991,38.9325369,0
83,-76.9910785,38.933526,0
84,-76.9886808,38.932654,0
85,-76.9909198,38.9315491,0
86,-76.988603,38.93167,0
87,-76.9863648,38.932771,0
88,-76.9887618,38.9336414,0
89,-76.9827201,38.9329551,0
90,-76.981176,38.9330331,0
91,-76.9844386,38.9328683,0
92,-77.0541627,38.8995846,0
93,-77.0530132,38.8979207,0
94,-76.9796064,38.9331124,0
95,-76.9796822,38.9340935,0
96,-76.9795301,38.9321244,0
97,-76.9762096,38.9331122,0
98,-76.9741682,38.9331054,0
99,-76.9734606,38.9331045,0
100,-77.0083736,38.8328949,0
101,-77.007753,38.8314043,0
