Node_ID,Lon,Lat,Tract_Node
319,-105.035793,39.791151,0
320,-105.0369481,39.7911447,0
321,-105.0212787,39.7837465,0
322,-104.9741081,39.7337052,0
323,-104.9729771,39.7337121,0
324,-104.9729924,39.7351649,0
325,-105.0252064,39.7846441,0
326,-105.0287237,39.7840235,0
327,-105.0252044,39.7850099,0
328,-105.025213,39.7839179,0
329,-104.9161546,39.7336537,0
330,-104.9161546,39.7343701,0
331,-104.916153,39.7316766,0
332,-104.9127945,39.7336481,0
333,-104.9127931,39.731679,0
334,-104.9407662,39.7328337,0
335,-104.940773,39.7320681,0
336,-104.9315513,39.7330051,0
337,-104.9324701,39.7333213,0
338,-105.0346326,39.7911573,0
339,-104.9598127,39.7334585,0
340,-104.960168,39.7304961,0
341,-104.9586072,39.7337027,0
342,-104.958602,39.735107,0
343,-105.0184598,39.7479266,0
344,-105.018384,39.751218,0
345,-104.8928317,39.7123761,0
346,-104.8930974,39.7133855,0
347,-104.9407685,39.7336385,0
348,-105.0070227,39.7274938,0
349,-105.0068304,39.7272101,0
350,-104.9187658,39.7474223,0
351,-104.9175555,39.7474216,0
352,-104.9199549,39.7474214,0
353,-105.0073002,39.7270405,0
354,-104.9187666,39.7510787,0
355,-104.9175579,39.7510804,0
356,-104.919942,39.7510773,0
357,-104.9187766,39.7547095,0
358,-104.9175744,39.7547101,0
359,-105.0073413,39.7278694,0
360,-104.9199516,39.7547067,0
361,-104.9187628,39.7583663,0
362,-104.9175757,39.7583701,0
363,-104.9199396,39.7583626,0
364,-105.0065215,39.7257959,0
365,-105.0071483,39.727038,0
366,-104.9188018,39.7619966,0
367,-104.9199672,39.7619883,0
368,-104.9188107,39.7656253,0
369,-104.9199675,39.7656224,0
370,-104.9176055,39.7656284,0
371,-105.0089794,39.7258637,0
372,-104.9188155,39.7692447,0
373,-104.9176133,39.7692447,0
374,-104.9199747,39.7692421,0
375,-105.0096653,39.7258379,0
376,-104.9183593,39.7256343,0
377,-104.9194629,39.725633,0
378,-104.9183575,39.729275,0
379,-104.9194599,39.7292735,0
380,-104.9172514,39.729273,0
381,-104.9232677,39.6642239,0
382,-104.924895,39.6671688,0
383,-104.9183622,39.7367599,0
384,-104.9194538,39.7367601,0
385,-104.9183749,39.7383386,0
386,-104.9172792,39.7383417,0
387,-104.9250591,39.6674998,0
388,-104.9251737,39.6676749,0
389,-104.9183717,39.7400977,0
390,-104.9175567,39.7400986,0
391,-104.82907,39.793869,0
392,-104.8264804,39.7933612,0
